network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,attack_detected,protocol_type_ICMP,protocol_type_TCP,protocol_type_UDP,browser_type_Chrome,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown,encryption_used_AES,encryption_used_DES,encryption_used_Unencrypted,succeeded_logins,login_attempts_per_session_duration,log_session_duration,log_login_attempts_per_session_duration
364,5,1274.1942392067006,0.8708336888298047,2,0,1,0,1,0,0,0,1,0,0,1,0,0,3,0.00392404850544054,7.150853790465129,0.0039163695090515755
622,6,106.8587436466122,0.3298889701600508,1,1,1,0,1,0,0,0,1,0,0,0,0,1,5,0.0561488914734234,4.680822441840243,0.05462917105857747
706,4,2107.19716665885,0.4658562587345757,2,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0.0018982561590771112,7.653588437857967,0.001896456747657059
686,3,568.5288982396605,0.6136432536281438,1,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0.0052767766234731745,6.344809524777475,0.005262903220869815
332,2,808.6446595055914,0.1742454820703902,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.002473274232989813,6.696595459444606,0.002470220724014408
438,4,415.7067630688467,0.2172346369333444,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0.009622167247102366,6.0323827683635285,0.009576169028810009
566,5,830.483464807917,0.6028501934467423,1,0,1,0,0,1,0,0,1,0,0,0,1,0,4,0.006020589466108699,6.723211412455599,0.006002538134220138
695,1,989.8897960942786,0.259418552130799,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.001010213464110462,6.898603323397824,0.0010097035418802336
404,9,1622.860870864447,0.2356755502429507,2,0,1,0,1,0,1,0,0,0,0,0,1,0,7,0.005545761908231839,7.392561846401712,0.005530440789410789
462,5,1541.3967703070944,0.0400191829191788,2,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0.00324381113047476,7.341092829914186,0.0032385613250043473
278,8,354.30271017360786,0.5116026457176248,2,0,1,0,1,0,0,1,0,0,0,1,0,0,6,0.022579561968577692,5.872970130843676,0.022328417123897003
260,6,765.3837210156122,0.5402342873210285,1,0,0,0,0,1,1,0,0,0,0,1,0,0,5,0.007839205140185641,6.641682985585043,0.007808638214580928
662,3,1213.40421214117,0.4544121864022344,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0.0024723830443164584,7.102008875131044,0.0024693317336618565
771,6,1158.071232246108,0.1357785048218817,2,1,0,1,0,0,1,0,0,0,0,0,0,1,4,0.005181028448796583,7.055374301542709,0.005167653099720876
485,5,1772.622948174797,0.4362987418285402,2,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0.002820678816749107,7.480779596972793,0.002816708167121232
700,6,1426.7642254528307,0.1997666308396278,4,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0.004205319907075538,7.263865021041357,0.004196502261352025
572,10,1012.2699508672414,0.1644573479924417,1,0,1,0,1,0,1,0,0,0,0,0,1,0,9,0.009878787759562265,6.920937955289644,0.009830311531892191
370,1,1105.3806022240433,0.4086537168997098,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.0009046657757409386,7.0088492478613915,0.000904256812289613
572,6,1317.8935947961731,0.2053917876576297,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,0.004552719600195012,7.184548478345843,0.004542387320428787
807,3,1455.576779684165,0.6271547548524079,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3,0.002061038649332499,7.28384429020691,0.002058917623020283
492,4,347.91805418370086,0.2638643281334985,1,0,1,0,1,0,0,1,0,0,0,1,0,0,3,0.011496960137308651,5.854837092866276,0.011431372319425625
812,7,1217.9139195544108,0.651720998102494,2,0,1,0,0,1,1,0,0,0,0,0,1,0,5,0.005747532635607809,7.105715511363925,0.005731078586593518
64,6,2384.0286686884297,0.5125115429611737,1,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0.0025167482584430886,7.776966423664633,0.0025135865512478693
664,3,212.17659606312992,0.1055602857207033,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0.014139165467181854,5.36212091170284,0.014040139802363545
517,5,39.54966375410118,0.3360337531065149,1,0,1,0,1,0,0,1,0,0,0,0,1,0,4,0.12642332514095053,3.702527488396368,0.11904741389629377
440,5,60.12054049063278,0.3466523484514337,1,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0.08316625165369292,4.1128479879250675,0.07988846653623875
518,7,195.4101798830058,0.4472088363848736,0,0,1,0,0,1,1,0,0,0,0,1,0,0,7,0.03582208462318071,5.28020522697531,0.03519539610028524
102,3,2018.4893233966325,0.208078319662466,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.001486260028837666,7.610599948233678,0.001485156637549949
456,5,108.46893562306865,0.1097625098489018,2,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0.04609614698695932,4.695640816068089,0.04506528014404648
571,5,1101.401768015545,0.4818222137601502,2,1,0,0,1,0,1,0,0,0,0,0,1,0,3,0.004539669487737222,7.005246504045794,0.004529396267823289
795,6,1614.1886098890527,0.1796520284230282,2,0,1,0,1,0,1,0,0,0,0,1,0,0,4,0.0037170377508811657,7.387207015146778,0.0037101466371347288
396,6,1679.8526967503185,0.6107440107285588,0,0,1,0,1,0,1,0,0,0,0,0,0,1,6,0.0035717417435511003,7.427056501222995,0.003565378222078457
338,2,431.3095534963739,0.3254855696413191,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.004637040806973023,6.069141890657655,0.0046263228535368475
399,3,546.9722169261106,0.5954335496002904,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0.005484739274070412,6.3062245866228315,0.005469752864345226
683,5,312.3613276488573,0.3415719127620866,3,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0.016007103176423867,5.747356926165224,0.01588034044722884
565,8,127.51964209032084,0.1981503877084024,2,1,1,0,1,0,1,0,0,0,0,1,0,0,6,0.06273543329374845,4.856081749387888,0.06084618154673414
394,4,190.7796533194509,0.3840149947090269,1,0,1,0,0,1,1,0,0,0,0,1,0,0,3,0.02096659643941276,5.25634707402472,0.0207498221335342
602,4,115.82192978072582,0.2826995354274423,1,1,1,0,1,0,1,0,0,0,0,1,0,0,3,0.03453577407640162,4.760650807742335,0.03395279863638832
519,3,418.7535920670476,0.5074718561537545,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0.007164117650170899,6.0396678535554535,0.007138577269630843
693,4,149.39682434919536,0.7465329921047918,2,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0.02677433082948623,5.013277296593322,0.0264221705101995
359,4,413.2077481798984,0.3961354801328169,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.009680360587668649,6.0263676551600085,0.009633806098818327
434,7,1524.0632797670812,0.2653750876483886,0,0,1,0,0,1,0,0,1,0,0,0,1,0,7,0.004592985142368756,7.329791183109855,0.004582469572387008
421,7,850.2462962444683,0.7363071667506592,3,0,1,0,1,0,0,0,0,1,0,0,1,0,4,0.008232908547698413,6.74670150649328,0.00819920302607197
207,4,869.5488497403968,0.1801952291959206,3,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.004600086586503101,6.769123874509566,0.00458953852383254
559,3,1336.4809719223258,0.2804595050221319,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0.0022447008696913607,7.198543252068832,0.0022421852924697466
552,2,33.65280380665794,0.3119724983066272,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0.05943041214308318,3.5453786403032983,0.057731416666491626
501,3,1265.8898099183805,0.359586097716788,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.002369874515534198,7.144320207256046,0.0023670707916999124
453,5,174.87198977443362,0.4396989559319573,2,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0.02859234349909023,5.169756399577679,0.028191210717413047
216,6,339.6289336863756,0.792908723614886,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6,0.01766633936300785,5.830793713787892,0.017512103462903505
415,2,294.5849672223419,0.2046812710873537,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.006789212697640723,5.688956332646719,0.006766269777484554
431,2,89.33142787527953,0.0213026825741628,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.02238853724349183,4.503485438357526,0.022141592961979685
339,3,152.6475054745366,0.40868098195241,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.019653121684981845,5.034661053329419,0.01946249267752864
467,1,2505.1902247693133,0.2099886202093015,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0003991712845247444,7.826519040304343,0.0003990916368622181
580,3,733.5772844904812,0.2422452498276949,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.00408954865891697,6.5992952106238825,0.004081209183528772
877,4,513.9203055468032,0.1815156636532834,0,0,1,0,1,0,0,1,0,0,0,0,0,1,4,0.007783307950333004,6.244012142178198,0.0077531742678310376
534,4,1134.3759248662836,0.6356549060949741,2,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0.0035261679239812025,7.0347190864130695,0.003519965569952005
551,5,1344.486704150752,0.2153356389185488,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5,0.0037188913691476484,7.204511088401861,0.003711993389242325
485,6,93.46336107579046,0.4063312275073519,2,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0.06419627895828114,4.548212045835693,0.06221984661160688
116,4,1080.449674152331,0.4623687098674023,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,0.0037021622530806057,6.986057710932992,0.003695326117533439
494,6,2155.276873158772,0.4082261331463432,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5,0.0027838650684384714,7.676138343616222,0.0027799972926599533
512,6,704.422488537655,0.2212732586710722,1,1,0,0,1,0,1,0,0,0,0,0,1,0,5,0.008517615632141007,6.558796897840496,0.008481545420850537
992,2,761.8596818225025,0.0425389889151891,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.0026251553241610688,6.637074111125133,0.0026217156224421943
461,3,1634.686997948409,0.0902244146247547,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0.0018352137159989086,7.399818177310963,0.001833531768814504
560,5,910.2548697823172,0.293848130472684,2,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0.0054929670425116475,6.814822627376975,0.005477935718302719
493,1,4282.643311411911,0.4271570441204733,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.00023350065071618535,8.362559167459802,0.0002334733936821838
266,5,265.80179500946144,0.3106996126499128,2,1,1,0,1,0,0,0,0,1,0,0,0,1,3,0.018811009157489025,5.586506041940356,0.01863627006938294
728,9,1493.9483851057782,0.3440707492302625,0,0,1,0,1,0,1,0,0,0,0,0,1,0,9,0.006024304513949295,7.3098469602159275,0.006006230942319713
650,9,758.2441511370571,0.3970540586315398,1,1,1,0,1,0,1,0,0,0,0,0,0,1,8,0.011869527758972712,6.63232340042178,0.011799637414358608
658,3,364.2314264843896,0.4228182535278166,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0.008236521568049196,5.900531197823493,0.008202786537229468
318,2,1716.8731834652806,0.1735475969680256,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.0011649084039878038,7.4488422834432,0.0011642304246644232
780,5,4468.001253098631,0.5133769785913413,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0.0011190686207915494,8.404920229331406,0.0011184429302527896
219,4,47.6720891871051,0.0839245230551094,3,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0.08390653877787187,3.88510574848614,0.08057168046079506
617,5,2077.8093270932563,0.756641279217048,1,0,1,0,1,0,0,0,1,0,0,1,0,0,4,0.0024063805734257297,7.639550569892191,0.0024034898761766954
938,5,181.63190836745449,0.3289525285764282,2,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0.02752820275325544,5.207472697513943,0.027156114946606733
301,6,183.7197582739341,0.2639313835435253,2,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0.032658436176765164,5.218839856437405,0.03213648316255746
386,1,34.12234567916193,0.2923132031445906,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.029306308816005194,3.5588375569454747,0.028885088761171563
519,8,2042.7649588398008,0.2337753258585817,3,0,1,0,0,1,1,0,0,0,0,1,0,0,5,0.003916260637515362,7.622548953928772,0.003908612051558812
399,6,1139.689059842402,0.7173627311559833,1,0,1,0,0,1,1,0,0,0,0,1,0,0,5,0.005264593836523876,7.03938779724744,0.005250784308890739
189,1,43.94449986840703,0.324800802082674,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.02275597635641608,3.805428392327607,0.022500921228940166
513,3,803.0822652641986,0.1453538307828547,0,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0.0037356073340918043,6.689701583924981,0.003728647280979687
287,6,102.38892419769635,0.0638388079990007,1,0,1,0,1,0,1,0,0,0,0,0,0,1,5,0.05860008831047952,4.638497840260555,0.05694736386369972
594,9,1113.5448828433073,0.2015363761915499,1,0,1,0,1,0,0,0,1,0,0,1,0,0,8,0.008082296581543752,7.016201423745239,0.008049809750604283
316,3,420.8242964449342,0.1010497118158562,0,0,1,0,0,1,1,0,0,0,0,0,1,0,3,0.00712886595508764,6.044588868199253,0.007103575712882367
809,4,42.53231749395693,0.1840217502247818,1,0,1,0,0,1,0,0,0,0,1,1,0,0,3,0.09404613328602014,3.7735035931536522,0.08988287247633589
343,5,1414.7818469631654,0.1099788946865137,3,1,1,0,1,0,0,1,0,0,0,1,0,0,2,0.003534113765123944,7.25543719950564,0.003527883459828333
435,4,679.6785160847335,0.251661490626902,3,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0.00588513525930152,6.523090118452575,0.005867885495831398
662,1,1185.7797753569248,0.506076780728524,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0008433269151508304,7.078998846947671,0.0008429715148063363
253,1,897.9900818952359,0.2380386819236216,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.0011135980454143424,6.801272002036165,0.001112978455051384
545,4,455.88912093711633,0.2624537715319337,3,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0.008774063289287716,6.12444073768631,0.008735794879377307
761,1,959.6300158997273,0.1775413015405739,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0010420682798905814,6.867589335775366,0.0010415257036422217
178,3,11.890700511572373,0.2863406889126293,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0.2522980035600353,2.5565061608252844,0.22498026636796942
536,3,332.0943080741142,0.7033341839914414,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3,0.00903357849581235,5.8084256573145625,0.008993019802686589
551,3,1203.5341894452372,0.1178914973329318,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.002492658726531761,7.093848206413595,0.002489557205721046
656,5,1151.9651057221577,0.3452066461644786,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0.00434040924951936,7.050092255910108,0.004331016841415125
252,4,1747.1974055008438,0.3064959364798829,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0.002289380688985958,7.46634048204784,0.002286764049910732
235,3,755.434368901311,0.2509659861114192,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.003971225196390179,6.628615773220734,0.003963360695869147
604,3,2280.568942195515,0.8039075882980276,0,0,1,0,1,0,1,0,0,0,0,0,0,1,3,0.0013154612186868971,7.732618617835741,0.0013145967576049344
559,3,652.6355940282597,0.1325266852429517,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.004596745913723635,6.482550000490557,0.0045862131425404426
550,1,555.2444851752033,0.3650417976497674,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.001801008432680709,6.321207919139534,0.001799388561636066
569,7,175.73628085127916,0.51671417169513,1,1,1,0,0,1,1,0,0,0,0,0,0,1,6,0.039832412328811656,5.174658682818089,0.039059558176988377
363,6,1207.0821332288124,0.3510400422582782,2,0,0,1,0,0,1,0,0,0,0,1,0,0,4,0.0049706642446530605,7.0967893672669256,0.004958351278693024
546,5,942.2728647931104,0.3436559596851325,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0.005306318569513112,6.84935559898859,0.005292289667132786
558,9,494.07664627087496,0.3144316341041462,2,0,1,0,0,1,0,0,0,1,0,0,1,0,7,0.018215797220793545,6.20471259153333,0.01805187721625872
357,9,72.91081297639256,0.1995373166844637,2,0,1,0,1,0,0,1,0,0,0,0,1,0,7,0.12343848096871539,4.302859136281593,0.11639405455189625
873,3,107.46754869926538,0.0512262805867224,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.027915403638684718,4.68645103791473,0.027532871466518342
594,3,97.24720087836856,0.4076859456226729,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.030849216973887348,4.587486760555931,0.03038294504147307
261,10,376.7703857763132,0.2406992996769797,1,0,1,0,1,0,0,0,0,1,0,0,0,1,9,0.026541364123922818,5.9342865660138955,0.026195252937674586
631,6,138.5095628371252,0.100603632546575,1,0,0,0,1,0,1,0,0,0,0,1,0,0,5,0.043318308693642046,4.938133149715687,0.04240631516713969
305,6,1577.7168112486886,0.346916590070728,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5,0.0038029638508138112,7.364367651273463,0.0037957508651539386
657,6,1836.854066404744,0.147279396713671,3,0,1,0,1,0,1,0,0,0,0,0,0,1,3,0.003266454374213701,7.516353901724673,0.00326113110112678
731,5,1554.6376149090595,0.2549226275413593,2,0,1,0,0,1,0,0,1,0,0,0,1,0,3,0.0032161835993479945,7.349640782311353,0.0032110227434217807
335,3,750.9414290852901,0.12309678522027,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.003994985339474814,6.622658434061834,0.003987026575265994
692,7,725.7763899065397,0.5231976202835485,2,0,1,0,0,1,1,0,0,0,0,0,0,1,5,0.00964484391797508,6.588618851000613,0.009598629328263506
582,5,1772.5689478516597,0.2328323308098431,1,0,0,0,0,1,1,0,0,0,0,1,0,0,4,0.0028207647471541024,7.480749150171648,0.0028167938558222422
664,8,417.1159065866958,0.3710642290728093,2,0,1,0,1,0,0,1,0,0,0,1,0,0,6,0.019179321319737857,6.035758682572328,0.018997716500949068
879,5,51.49798031536433,0.1010016631229617,0,0,1,0,1,0,0,0,1,0,0,0,0,1,5,0.09709118628305233,3.960774698674045,0.09266230115946421
450,1,508.49628287021335,0.2577704856444119,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.001966582713949231,6.233422556993798,0.001964651521648928
349,8,645.4298805334846,0.242800051494813,1,0,1,0,1,0,1,0,0,0,0,1,0,0,7,0.012394839844395713,6.471464732211335,0.012318652722460079
322,1,637.8327848930265,0.1999112691064991,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0015678090303365543,6.4596427376491725,0.0015665813008215173
336,2,138.5347758456176,0.1171155765443611,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.014436808287247596,4.938313859409924,0.01433358981464066
484,5,1223.8102732316374,0.3957542090094353,1,1,1,0,1,0,1,0,0,0,0,1,0,0,4,0.004085600610948313,7.110541231989256,0.0040772772078043465
568,5,1053.3158665799629,0.1891346709377445,2,0,1,1,0,0,0,1,0,0,0,0,1,0,3,0.004746914158081206,6.960647367867332,0.004735683088992294
555,5,208.93902977348893,0.551708412894967,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0.023930426045437783,5.346817154150316,0.023648580994062297
