browser_type_Unknown,browser_type_Chrome,login_attempts,ip_reputation_score,failed_logins,succeeded_logins,attack_detected
0,0,6,0.3298889701600508,1,5,1
0,0,4,0.4658562587345757,2,2,0
0,0,3,0.6136432536281438,1,2,1
0,1,2,0.1742454820703902,2,0,0
0,1,4,0.2172346369333444,1,3,0
0,0,5,0.6028501934467423,1,4,1
0,0,1,0.259418552130799,2,0,1
0,1,9,0.2356755502429507,2,7,1
0,1,5,0.0400191829191788,2,3,0
0,0,8,0.5116026457176248,2,6,1
0,1,6,0.5402342873210285,1,5,0
0,0,3,0.4544121864022344,1,2,0
0,1,6,0.1357785048218817,2,4,0
0,1,5,0.4362987418285402,2,3,0
0,1,6,0.1997666308396278,4,2,1
0,1,10,0.1644573479924417,1,9,1
0,1,1,0.4086537168997098,2,0,1
0,0,6,0.2053917876576297,0,6,0
1,0,3,0.6271547548524079,0,3,1
0,0,4,0.2638643281334985,1,3,1
0,1,7,0.651720998102494,2,5,1
0,1,6,0.5125115429611737,1,5,0
0,1,3,0.1055602857207033,0,3,0
0,0,5,0.3360337531065149,1,4,1
0,1,5,0.3466523484514337,1,4,0
0,1,7,0.4472088363848736,0,7,1
0,0,3,0.208078319662466,2,1,0
0,0,5,0.1097625098489018,2,3,0
0,1,5,0.4818222137601502,2,3,0
0,1,6,0.1796520284230282,2,4,1
0,1,6,0.6107440107285588,0,6,1
0,0,2,0.3254855696413191,1,1,0
0,1,3,0.5954335496002904,0,3,0
0,0,5,0.3415719127620866,3,2,1
0,1,8,0.1981503877084024,2,6,1
0,1,4,0.3840149947090269,1,3,1
0,1,4,0.2826995354274423,1,3,1
0,0,3,0.5074718561537545,2,1,0
0,0,4,0.7465329921047918,2,2,1
0,1,4,0.3961354801328169,3,1,1
0,0,7,0.2653750876483886,0,7,1
0,0,7,0.7363071667506592,3,4,1
0,0,4,0.1801952291959206,3,1,1
0,0,3,0.2804595050221319,1,2,0
0,0,2,0.3119724983066272,0,2,0
0,0,3,0.359586097716788,2,1,0
0,0,5,0.4396989559319573,2,3,0
0,0,6,0.792908723614886,0,6,1
0,1,2,0.2046812710873537,3,0,1
0,0,2,0.0213026825741628,2,0,0
0,0,3,0.40868098195241,2,1,0
0,1,1,0.2099886202093015,2,0,0
0,1,3,0.2422452498276949,2,1,0
0,0,4,0.1815156636532834,0,4,1
0,1,4,0.6356549060949741,2,2,1
0,0,5,0.2153356389185488,0,5,0
0,1,6,0.4063312275073519,2,4,0
0,0,4,0.4623687098674023,0,4,0
0,0,6,0.4082261331463432,1,5,0
0,1,6,0.2212732586710722,1,5,0
0,0,2,0.0425389889151891,1,1,0
0,0,3,0.0902244146247547,1,2,1
0,1,5,0.293848130472684,2,3,0
1,0,1,0.4271570441204733,1,0,0
0,0,5,0.3106996126499128,2,3,1
0,1,9,0.3440707492302625,0,9,1
0,1,9,0.3970540586315398,1,8,1
0,1,3,0.4228182535278166,1,2,0
0,0,2,0.1735475969680256,1,1,0
0,1,5,0.5133769785913413,1,4,0
0,0,4,0.0839245230551094,3,1,1
0,0,5,0.756641279217048,1,4,1
0,0,5,0.3289525285764282,2,3,0
0,0,6,0.2639313835435253,2,4,0
0,1,1,0.2923132031445906,1,0,0
0,1,8,0.2337753258585817,3,5,1
0,1,6,0.7173627311559833,1,5,1
0,1,1,0.324800802082674,2,0,0
0,1,3,0.1453538307828547,0,3,0
0,1,6,0.0638388079990007,1,5,1
0,0,9,0.2015363761915499,1,8,1
0,1,3,0.1010497118158562,0,3,1
1,0,4,0.1840217502247818,1,3,1
0,0,5,0.1099788946865137,3,2,1
0,0,4,0.251661490626902,3,1,1
0,1,1,0.506076780728524,2,0,0
1,0,1,0.2380386819236216,4,0,1
1,0,4,0.2624537715319337,3,1,1
0,1,1,0.1775413015405739,2,0,0
0,0,3,0.2863406889126293,1,2,0
0,0,3,0.7033341839914414,0,3,1
0,1,3,0.1178914973329318,2,1,0
0,1,5,0.3452066461644786,1,4,0
0,0,4,0.3064959364798829,0,4,1
0,1,3,0.2509659861114192,3,0,1
0,1,3,0.8039075882980276,0,3,1
0,1,3,0.1325266852429517,2,1,0
0,1,1,0.3650417976497674,2,0,0
0,1,7,0.51671417169513,1,6,1
0,1,6,0.3510400422582782,2,4,0
0,1,5,0.3436559596851325,1,4,0
0,0,9,0.3144316341041462,2,7,1
0,0,9,0.1995373166844637,2,7,1
0,1,3,0.0512262805867224,2,1,0
0,1,3,0.4076859456226729,4,0,1
0,0,10,0.2406992996769797,1,9,1
0,1,6,0.100603632546575,1,5,0
0,0,6,0.346916590070728,1,5,0
0,1,6,0.147279396713671,3,3,1
0,0,5,0.2549226275413593,2,3,1
0,1,3,0.12309678522027,3,0,1
0,1,7,0.5231976202835485,2,5,1
0,1,5,0.2328323308098431,1,4,0
0,0,8,0.3710642290728093,2,6,1
0,0,5,0.1010016631229617,0,5,1
0,1,1,0.2577704856444119,2,0,0
0,1,8,0.242800051494813,1,7,1
0,1,1,0.1999112691064991,1,0,0
0,1,2,0.1171155765443611,2,0,1
0,1,5,0.3957542090094353,1,4,1
0,0,5,0.1891346709377445,2,3,1
0,1,5,0.551708412894967,1,4,0
0,0,6,0.5003713391880107,3,3,1
0,0,12,0.2982140196718431,1,11,1
0,0,4,0.1969726328712207,2,2,1
0,0,3,0.0676815431149165,0,3,0
0,0,4,0.5004393941360112,2,2,0
0,1,1,0.2292396077650228,3,0,1
0,1,4,0.2790877310772736,2,2,0
0,1,7,0.2546566696903113,2,5,1
0,1,2,0.1179179164359383,2,0,0
0,0,2,0.4049464294212396,2,0,0
0,1,1,0.2535139501498699,2,0,0
0,1,4,0.8110277884368354,2,2,1
0,1,4,0.0914983771525435,2,2,0
0,0,2,0.5509077290494483,0,2,0
0,0,7,0.444103086563627,2,5,1
0,0,5,0.3910043614883334,1,4,0
1,0,4,0.1093543451809174,3,1,1
0,0,5,0.3107330737649837,1,4,0
0,1,4,0.1752762514727518,1,3,0
0,1,7,0.2451322964747888,1,6,1
0,0,5,0.2994484351708427,1,4,0
0,1,5,0.2776327619502889,1,4,0
0,0,5,0.3016053857217878,2,3,0
0,1,2,0.1389147899939635,2,0,0
0,1,3,0.0863630197646222,3,0,1
0,0,5,0.0989605835813575,0,5,0
0,0,3,0.5341956729663283,2,1,0
0,1,3,0.0806761863988792,2,1,0
0,0,2,0.3712473480414219,3,0,1
0,0,5,0.2634839803106942,2,3,0
0,1,4,0.2363722399848674,1,3,0
0,1,8,0.6514337877152981,3,5,1
0,0,7,0.2150948601146794,3,4,1
0,1,1,0.2760896524741578,2,0,0
0,1,5,0.7746157586048802,1,4,1
0,1,7,0.1488149454951986,3,4,1
0,1,2,0.6518286335567869,1,1,1
0,1,8,0.2128422693821582,1,7,1
0,0,3,0.3379403701696052,2,1,0
0,1,2,0.3594574510632399,0,2,0
0,1,7,0.2730883183996028,2,5,1
1,0,3,0.3820914343646016,1,2,1
0,0,4,0.1758898600813458,3,1,1
0,1,6,0.4186859064025884,1,5,1
0,1,7,0.2569158584334239,2,5,1
0,1,3,0.5667834471156061,1,2,0
0,1,2,0.2513053111036512,1,1,1
0,1,7,0.1238283658460156,1,6,1
0,0,3,0.1129417568750118,1,2,0
0,1,5,0.7302739057014698,0,5,1
1,0,3,0.6146206048540265,2,1,1
0,1,2,0.4276029431872097,3,0,1
0,0,5,0.4726292422226099,1,4,0
0,1,5,0.2412143356950259,1,4,0
0,0,10,0.0724900815297521,3,7,1
0,1,5,0.4272224955366141,0,5,0
0,0,4,0.1640873775537933,0,4,0
0,1,5,0.6633916285008086,2,3,1
0,1,4,0.4417840130620103,1,3,0
0,1,5,0.2192378797327277,2,3,0
0,1,6,0.4875925572606101,1,5,1
0,1,3,0.1673003440945502,2,1,0
0,1,4,0.3175020689038164,0,4,0
0,1,6,0.5522961048967473,1,5,0
0,1,4,0.6324729460357419,2,2,1
0,1,4,0.1142464176544391,1,3,1
0,1,5,0.1763341995400506,0,5,0
0,0,3,0.3179456138268727,1,2,0
0,1,5,0.2457649107763063,3,2,1
0,0,3,0.5920401183622336,3,0,1
0,0,3,0.4633481759121942,3,0,1
0,1,10,0.5711969542396962,1,9,1
0,0,3,0.3074823935664694,2,1,0
0,0,4,0.3972464248148962,3,1,1
0,1,2,0.1250070805449069,2,0,0
0,1,5,0.1275830500381217,2,3,1
0,1,3,0.2953639630114019,0,3,0
0,1,6,0.2884500333340842,2,4,0
0,0,4,0.248932846360351,2,2,0
0,1,3,0.2640141983689803,1,2,0
0,1,3,0.2727884968338436,1,2,0
0,0,2,0.5568005749245504,2,0,0
0,0,2,0.4477380834762792,1,1,0
0,1,2,0.2079475511776274,4,0,1
0,0,6,0.0991734814552741,0,6,0
0,0,6,0.0805571353825306,3,3,1
0,1,5,0.2962939229915175,0,5,0
0,1,4,0.245609204846883,1,3,1
0,0,4,0.4533878446573279,4,0,1
0,1,2,0.3014476018127252,1,1,0
0,1,4,0.1431585535014474,2,2,0
0,1,9,0.3901416647324924,1,8,1
0,1,3,0.2948380134293726,1,2,0
0,1,4,0.080983718175502,1,3,0
0,1,3,0.2387502104857343,2,1,1
0,0,5,0.3051170083506936,2,3,0
0,1,6,0.3699865367207026,1,5,0
0,0,2,0.1919046573515208,4,0,1
0,1,6,0.2173159655554526,3,3,1
0,1,4,0.036139235611379,1,3,0
0,0,1,0.408215129621812,2,0,0
0,0,2,0.1353768117514176,2,0,1
0,0,4,0.7082677300966431,1,3,1
0,1,4,0.2103723487670503,1,3,1
0,0,5,0.0395255450832942,1,4,1
0,0,7,0.7191215189351108,1,6,1
0,0,6,0.3812849634632371,2,4,0
0,1,7,0.2076923991581579,1,6,1
0,0,5,0.3229205459042479,2,3,0
0,1,6,0.2648246677824046,1,5,0
0,0,3,0.5070415050332354,2,1,0
0,1,3,0.3852362102221529,3,0,1
0,1,3,0.3480549763150973,1,2,1
0,0,3,0.1689139808684438,1,2,0
0,1,3,0.2315063890845416,3,0,1
0,1,6,0.1482395167944512,3,3,1
0,1,4,0.4348808542075785,2,2,0
1,0,5,0.0782615402149965,2,3,1
0,1,1,0.4528119810065444,1,0,0
0,0,3,0.308044553720591,4,0,1
0,0,4,0.3089934458007555,0,4,0
0,0,1,0.3509090588433247,2,0,0
0,1,4,0.4244379963753192,1,3,0
0,1,6,0.3442998834876844,3,3,1
0,1,7,0.2151644198288111,2,5,1
0,1,4,0.3722647858030916,3,1,1
0,0,2,0.395613837280464,1,1,0
0,0,3,0.3065663803520335,2,1,0
0,1,3,0.0603654977219078,2,1,0
1,0,4,0.7032079060249946,3,1,1
0,1,3,0.4068778143239984,0,3,0
0,0,1,0.75885213312559,2,0,1
0,0,6,0.3981485733080811,2,4,1
0,1,5,0.2378407310010676,4,1,1
0,1,7,0.3853178331369276,2,5,1
0,1,2,0.1910325841651674,2,0,0
0,1,6,0.1247919255078034,1,5,0
0,1,2,0.311150174143006,1,1,0
0,1,2,0.2056280711198109,0,2,0
0,1,5,0.2234048422822092,3,2,1
0,0,4,0.0375548537427198,1,3,0
0,1,5,0.5302517473571433,2,3,1
0,1,9,0.6555570079968134,2,7,1
0,1,5,0.7008459657944341,3,2,1
0,0,3,0.2065512311191087,1,2,0
0,0,3,0.0942590558146546,3,0,1
0,0,1,0.2874080308809998,1,0,0
1,0,1,0.1663687513809284,1,0,0
0,0,3,0.0908575424418104,0,3,1
0,1,5,0.1202921441842489,0,5,0
0,1,1,0.0527489254674629,2,0,0
0,1,2,0.5961474019470724,2,0,0
0,0,3,0.2731890350701901,1,2,1
0,1,4,0.3929212562510698,1,3,0
0,1,4,0.869193051603424,3,1,1
0,0,5,0.3286811209903395,1,4,1
0,1,5,0.240583882405395,0,5,0
0,0,4,0.4254693736072761,1,3,0
0,1,5,0.2421003251648999,2,3,0
0,1,5,0.268389912547167,1,4,1
0,1,5,0.384418576359952,1,4,0
0,0,4,0.1400076001113417,1,3,0
0,1,2,0.1494230392926286,0,2,0
0,1,4,0.1563392944588966,0,4,0
0,1,3,0.5066329052737457,3,0,1
0,0,10,0.4197703769740367,2,8,1
0,1,2,0.4265191353104811,0,2,0
0,1,8,0.5914842206986889,1,7,1
0,0,1,0.0201647170282324,3,0,1
0,0,1,0.3736617726316543,1,0,0
0,0,5,0.2662710184005284,0,5,0
0,1,5,0.0507459575014565,3,2,1
0,0,2,0.7744699646334658,1,1,1
0,1,5,0.3653314344121757,3,2,1
0,0,8,0.0407143342707764,2,6,1
0,0,8,0.4366208732963352,1,7,1
0,0,5,0.5160551428037631,4,1,1
0,0,3,0.3641933104108133,3,0,1
1,0,5,0.2651696049833572,1,4,1
0,1,3,0.2478240234067927,1,2,0
0,0,5,0.5835337686450378,0,5,0
0,1,4,0.4673798860415752,3,1,1
0,1,2,0.4621243006387462,3,0,1
0,1,10,0.3186487050541128,2,8,1
0,0,3,0.0942556705721732,3,0,1
0,0,3,0.6324430825034763,1,2,1
0,1,6,0.7293871938831017,0,6,1
0,0,5,0.5486421613532566,2,3,0
0,1,7,0.2134341893127883,4,3,1
0,0,4,0.2025300154068431,1,3,0
0,1,5,0.46121151797168,1,4,0
0,1,3,0.2304731407359234,3,0,1
1,0,2,0.2320173428288454,2,0,0
0,0,2,0.5187905318426385,1,1,0
0,0,4,0.312577903387128,2,2,0
0,1,5,0.5633426780295543,1,4,0
0,0,5,0.3277441859332334,2,3,0
0,1,6,0.0567142081720265,1,5,0
0,0,7,0.1004325339025341,1,6,1
0,0,6,0.3842531293597677,3,3,1
0,0,2,0.2879448991145958,2,0,0
0,0,1,0.2647785893709732,2,0,0
0,1,5,0.2928909609368726,1,4,0
0,1,6,0.7638652715952837,1,5,1
0,1,4,0.3927211050035888,2,2,1
0,0,6,0.2171521454160496,1,5,0
0,1,7,0.2178273161837279,4,3,1
0,0,2,0.6964000292784972,1,1,1
0,1,5,0.0783668806492494,1,4,0
0,0,2,0.1329296203186743,3,0,1
0,0,6,0.0909857164519636,1,5,0
0,1,7,0.3076052585875024,2,5,1
0,1,4,0.1268035010112213,3,1,1
0,0,5,0.1503410003415206,2,3,0
0,0,4,0.1173353894578856,1,3,0
0,1,4,0.3344906557050826,0,4,0
0,1,2,0.0549769407877706,2,0,1
0,1,4,0.2450245110405784,2,2,0
0,1,8,0.1186877222649714,1,7,1
0,1,2,0.1194755093077225,2,0,0
0,1,1,0.3867852722792184,2,0,0
0,1,7,0.099117919779548,2,5,1
0,1,2,0.4374199394963401,1,1,0
0,0,2,0.3571279938987257,0,2,0
0,1,3,0.1723968153176026,4,0,1
0,1,5,0.4347811869383117,0,5,1
0,0,4,0.5199266775524624,3,1,1
1,0,5,0.3771766425312655,0,5,1
0,0,6,0.1488513664932715,2,4,0
0,1,3,0.1895203406364972,0,3,0
0,0,4,0.2630026785595361,2,2,0
0,0,4,0.1571596952602033,0,4,0
0,1,4,0.3839124968406228,2,2,0
0,0,3,0.3622696851970853,1,2,0
0,1,5,0.2890653494291877,1,4,0
0,0,6,0.3186402409074456,0,6,0
0,1,6,0.1454543588851636,1,5,0
0,0,2,0.2759642148318656,2,0,0
0,1,6,0.4796020142969581,2,4,0
0,0,5,0.6151848120543157,2,3,1
0,1,4,0.3192670293534753,3,1,1
0,0,6,0.4860501283877853,2,4,0
0,1,1,0.2457151008824127,1,0,1
0,1,5,0.0417781282014548,2,3,1
0,0,2,0.4407860222968099,1,1,1
0,1,6,0.5191063916049161,2,4,1
0,0,7,0.2465114395775569,2,5,1
0,1,4,0.1404996633249835,1,3,0
0,0,4,0.1342275619199011,4,0,1
0,0,7,0.181773886639099,0,7,1
0,0,2,0.1660409247687316,1,1,0
0,0,6,0.7870270463385711,3,3,1
0,0,2,0.144507002359606,1,1,0
0,1,5,0.0463257316611211,2,3,0
0,0,4,0.2332413694673469,1,3,1
0,1,3,0.1217957950924629,3,0,1
0,1,1,0.2913318224183618,4,0,1
0,1,2,0.5754628119619334,1,1,0
0,1,3,0.2538752613652882,3,0,1
0,1,3,0.5646303781769566,1,2,0
0,0,2,0.3674370971536336,2,0,1
0,0,8,0.3839509449215886,3,5,1
0,1,5,0.6259181133813,2,3,1
0,1,4,0.1650697828785725,2,2,0
0,1,2,0.1181121152724756,3,0,1
0,0,6,0.4409808884129393,2,4,0
1,0,4,0.5287362256055198,0,4,1
0,1,4,0.3997248310487209,2,2,1
0,1,3,0.258230168398981,3,0,1
0,1,3,0.6787590187557787,2,1,1
0,0,5,0.1167910668444696,2,3,0
0,1,4,0.0451196252974713,1,3,0
0,1,3,0.1233264065393117,2,1,1
0,0,2,0.2772451559572069,3,0,1
0,0,4,0.3777618294094363,1,3,0
0,0,3,0.2984365845475066,3,0,1
0,0,5,0.2796603883414871,2,3,0
0,1,4,0.6550560488426229,1,3,1
0,0,2,0.2846061885946446,2,0,0
0,1,1,0.3223757817435106,1,0,0
0,1,6,0.3276860623023918,2,4,0
0,0,3,0.2103442274863202,3,0,1
0,0,2,0.0317634948418881,1,1,0
0,0,2,0.3584439206488646,1,1,1
0,1,4,0.5165786017169385,1,3,0
0,0,5,0.4992038366507091,2,3,0
0,0,5,0.2841674336694096,0,5,0
0,0,3,0.1557709989883122,1,2,0
0,1,3,0.5018388851042683,1,2,0
0,0,2,0.0633924619636463,2,0,0
0,0,3,0.0842230220692095,0,3,0
0,1,4,0.5549443799111192,1,3,0
0,1,6,0.3755605267831615,2,4,0
0,1,3,0.2541381987119746,0,3,0
0,0,5,0.4320819256902591,1,4,0
0,1,5,0.5033289655180664,2,3,0
0,1,4,0.1197090181572602,0,4,0
0,1,4,0.4084714992359909,2,2,0
0,1,2,0.2191327186318892,1,1,0
0,0,4,0.5520509331788248,1,3,0
0,0,3,0.1717332808583244,1,2,0
1,0,6,0.4461973091437657,0,6,1
0,0,3,0.1280910465328125,2,1,0
0,0,1,0.4574024783350627,1,0,0
0,0,3,0.5298527426914112,3,0,1
0,1,3,0.7914732046005589,2,1,1
0,1,5,0.1885797428062117,2,3,0
0,0,6,0.6579082363213408,1,5,1
0,1,8,0.1339957966751723,1,7,1
0,0,3,0.3134185653690287,2,1,0
0,1,2,0.3117467975230141,0,2,0
0,1,6,0.1452841737902251,0,6,0
0,1,4,0.1589136049138914,1,3,0
0,1,7,0.0435771371911826,3,4,1
0,0,3,0.5114578967837109,1,2,0
0,0,6,0.5487642479141687,4,2,1
0,0,7,0.1440893382198186,3,4,1
0,1,3,0.1477622464217483,1,2,0
0,1,2,0.2466059331941914,4,0,1
0,0,4,0.2150811147271361,1,3,0
0,0,5,0.4155677504838529,3,2,1
0,0,6,0.2869485415219307,1,5,1
0,0,6,0.4066205218277882,3,3,1
0,1,4,0.3392307240004005,2,2,0
0,1,6,0.609144954389227,1,5,1
0,1,2,0.3956292628479452,2,0,0
0,1,4,0.3589836255608141,1,3,0
0,0,2,0.3267986179665448,3,0,1
0,0,3,0.619831457511168,1,2,1
0,1,4,0.3444682029186903,2,2,0
0,0,4,0.2757646392384275,4,0,1
0,0,8,0.3786624796354609,0,8,1
0,0,2,0.1022675412090081,1,1,0
0,0,6,0.0953972040353312,2,4,0
0,0,3,0.427971703066784,2,1,0
0,0,3,0.5041812546089364,2,1,0
0,1,5,0.3549355641249846,0,5,0
0,1,3,0.0816186622925295,2,1,1
0,1,6,0.1745344534679175,3,3,1
0,1,6,0.479249768282443,1,5,0
0,0,4,0.2434761095241926,1,3,1
0,1,2,0.0378831375129185,2,0,0
0,0,5,0.5003109601721245,3,2,1
0,1,5,0.1214446411841309,2,3,0
0,1,2,0.5312668751436829,3,0,1
0,1,3,0.0838521308109181,2,1,0
0,0,5,0.6586584852606695,1,4,1
0,1,7,0.228894665421811,3,4,1
0,1,7,0.1169367632451486,1,6,1
0,0,1,0.2599774872505725,3,0,1
0,1,2,0.2968284262627954,0,2,1
0,0,3,0.4168589106425155,2,1,1
0,0,8,0.1776086803989905,0,8,1
1,0,7,0.2089188016446435,0,7,1
1,0,6,0.3325643216715722,1,5,1
0,1,5,0.3411222836383881,2,3,0
0,0,2,0.4611869002402154,1,1,0
0,1,2,0.5180902811485432,1,1,1
0,0,2,0.7627236947749233,1,1,1
0,1,1,0.185560846496481,3,0,1
0,1,3,0.322963438935881,3,0,1
0,1,3,0.1600642617050865,4,0,1
0,1,3,0.218726539926154,1,2,0
0,1,2,0.5744886122090616,0,2,1
0,0,6,0.3242184416801477,0,6,0
0,1,4,0.43549450193708,3,1,1
0,0,7,0.5131188913044067,2,5,1
0,1,4,0.2602007874188997,1,3,1
0,1,7,0.2672013507815763,2,5,1
0,0,1,0.5140630158307588,2,0,0
1,0,5,0.2158335693808434,3,2,1
0,1,5,0.3251566704174881,2,3,0
0,1,4,0.1405223838336705,1,3,0
0,0,4,0.3359260195933525,2,2,0
0,1,10,0.1455057883743728,0,10,1
0,1,1,0.2455405489907753,1,0,0
0,1,5,0.2048677954485679,2,3,0
0,1,3,0.4611603867324969,1,2,0
0,1,4,0.1437247696960634,4,0,1
0,0,5,0.2922023750469405,2,3,0
0,0,1,0.3295033495716246,0,1,0
0,0,4,0.4607046343891963,3,1,1
0,1,5,0.1248833358985162,2,3,0
0,1,4,0.3006021017913319,0,4,0
0,1,3,0.1021091429373855,1,2,0
0,1,5,0.660001721259217,1,4,1
0,1,2,0.1681959641833399,2,0,0
0,0,2,0.1741367566705358,1,1,0
0,1,4,0.4336850456333536,2,2,1
0,0,6,0.0635914098559084,2,4,0
0,0,4,0.5159011496375359,0,4,0
0,1,7,0.387774219346023,0,7,1
0,1,7,0.5243169696208322,1,6,1
0,0,1,0.3091812934903772,2,0,1
0,1,2,0.6731715624225574,2,0,1
0,1,4,0.3038312469712627,1,3,1
0,0,3,0.3731008497187187,3,0,1
0,0,3,0.1120246437119862,1,2,0
0,1,3,0.5370388038197251,2,1,0
0,1,3,0.4156810558019157,2,1,0
0,0,5,0.3824490993331821,0,5,1
0,0,2,0.5082815486204378,1,1,1
0,0,3,0.5212148901076991,2,1,0
0,0,3,0.6321987460104889,1,2,1
0,1,5,0.0232152976537792,1,4,0
0,1,5,0.4046713256917472,3,2,1
1,0,4,0.1130776354139459,2,2,1
0,0,7,0.3129692244575058,0,7,1
0,1,5,0.2763542712184483,1,4,0
0,1,3,0.1991966004192114,1,2,0
0,1,5,0.1623620466640693,1,4,0
0,0,10,0.3504231144363717,1,9,1
0,1,2,0.1035812988191937,5,0,1
0,1,1,0.2181042749690882,4,0,1
0,1,3,0.2298113673713112,0,3,0
0,1,5,0.4889490648601779,1,4,0
0,1,5,0.1929031180262343,2,3,0
0,1,3,0.6469324315441133,2,1,1
0,1,5,0.204817138229567,0,5,0
0,1,4,0.3041462849741824,0,4,0
0,1,6,0.3958369595017428,0,6,1
0,0,3,0.2353305870641703,1,2,0
0,0,2,0.1477827855670451,3,0,1
0,0,5,0.2955177994819774,1,4,0
0,1,4,0.1770765770185088,1,3,0
0,1,2,0.1438132116766708,1,1,0
0,1,8,0.4724710890766852,2,6,1
0,0,4,0.2840967991459509,1,3,0
0,0,2,0.62995176640076,1,1,1
0,0,12,0.3270743676245625,1,11,1
0,0,5,0.2940433054303409,1,4,0
0,1,6,0.0586072453922346,0,6,0
0,0,3,0.4791554513573662,3,0,1
0,1,4,0.3355096194857386,0,4,0
0,0,3,0.1901324631702201,2,1,0
0,1,6,0.1813849514793765,0,6,0
0,0,6,0.3514157402360043,1,5,0
0,1,2,0.5296567467977373,1,1,0
0,0,1,0.179063917297639,1,0,0
0,1,6,0.2958964990940766,1,5,0
1,0,4,0.5086667534763266,2,2,1
0,0,4,0.1144097148134861,2,2,0
0,0,6,0.2346852592577735,2,4,0
0,0,1,0.459042182958848,1,0,0
0,1,4,0.2981823611432814,3,1,1
0,1,2,0.5780838435090695,3,0,1
0,0,3,0.4425806453955091,1,2,0
0,1,1,0.6719558550557124,3,0,1
0,1,6,0.2507431424658281,0,6,0
0,0,3,0.3471330745746345,1,2,1
0,1,3,0.4440088416499151,2,1,0
0,1,5,0.2245906716426267,2,3,0
0,1,2,0.0993076833031536,1,1,0
0,0,1,0.322363350565355,1,0,1
0,1,8,0.2357948579062805,0,8,1
0,0,2,0.5539487329020402,2,0,0
0,0,4,0.1815032053577539,3,1,1
1,0,4,0.1387290018334931,1,3,1
0,0,3,0.5457988315615763,0,3,0
0,1,2,0.1042652091727439,2,0,0
0,0,3,0.119567756677219,3,0,1
0,1,3,0.0706012103268053,1,2,0
0,1,4,0.2369385455419972,3,1,1
0,0,5,0.2921094611739075,1,4,0
0,1,5,0.3076908244681539,2,3,0
0,0,3,0.3207464868835593,1,2,0
0,0,3,0.223855863616443,3,0,1
0,0,3,0.0535575835731369,0,3,0
0,0,5,0.1912689988432863,3,2,1
0,1,7,0.2503601136916371,1,6,1
0,1,1,0.4481569752082505,0,1,1
0,0,5,0.3426445499905855,1,4,0
0,0,3,0.0369853877791467,2,1,1
0,1,2,0.2413159972927599,0,2,0
0,0,3,0.4529878755415148,2,1,0
0,1,1,0.2481869719401685,3,0,1
0,0,5,0.8442120529554324,1,4,1
0,1,3,0.2215961794527488,1,2,0
0,0,3,0.6469680500942421,0,3,1
0,0,7,0.2094494799089607,1,6,1
0,1,6,0.4193251538781083,1,5,0
0,0,1,0.4937274160818746,2,0,1
0,1,2,0.363708220624496,3,0,1
0,1,6,0.3435309279020751,2,4,0
0,1,3,0.6499706908582789,2,1,1
0,1,3,0.4574105972676737,0,3,0
0,1,6,0.0784412767376022,2,4,0
0,0,4,0.5870189019175164,1,3,0
0,1,9,0.260572710458708,1,8,1
